date,amzn,amzn_volume,amzn_change_pct
2013-05-23,13.09,"40,160,000",-0.46%
2013-05-24,13.09,"33,930,000",0.00%
2013-05-28,13.36,"69,420,000",2.06%
2013-05-29,13.28,"38,070,000",-0.60%
2013-05-30,13.34,"33,370,000",0.45%
2013-05-31,13.46,"67,500,000",0.90%
2013-06-03,13.34,"50,910,000",-0.89%
2013-06-04,13.29,"41,780,000",-0.37%
2013-06-05,13.36,"70,260,000",0.53%
2013-06-06,13.39,"49,530,000",0.22%
2013-06-07,13.84,"92,650,000",3.36%
2013-06-10,14.05,"61,770,000",1.52%
2013-06-11,13.74,"61,980,000",-2.21%
2013-06-12,13.58,"44,790,000",-1.16%
2013-06-13,13.79,"53,030,000",1.55%
2013-06-14,13.7,"43,020,000",-0.65%
2013-06-17,13.9,"57,710,000",1.46%
2013-06-18,14.09,"42,950,000",1.37%
2013-06-19,13.91,"56,570,000",-1.28%
2013-06-20,13.67,"59,700,000",-1.73%
2013-06-21,13.67,"84,050,000",0.00%
2013-06-24,13.53,"77,320,000",-1.02%
2013-06-25,13.6,"49,060,000",0.52%
2013-06-26,13.88,"60,600,000",2.06%
2013-06-27,13.88,"50,410,000",0.00%
2013-06-28,13.88,"63,870,000",0.00%
2013-07-01,14.11,"57,800,000",1.66%
2013-07-02,14.19,"64,770,000",0.57%
2013-07-03,14.2,"27,600,000",0.07%
2013-07-05,14.29,"39,720,000",0.63%
2013-07-08,14.53,"60,940,000",1.68%
2013-07-09,14.58,"55,510,000",0.34%
2013-07-10,14.62,"36,200,000",0.27%
2013-07-11,14.98,"80,150,000",2.46%
2013-07-12,15.38,"90,870,000",2.67%
2013-07-15,15.33,"44,910,000",-0.33%
2013-07-16,15.34,"53,210,000",0.07%
2013-07-17,15.43,"40,630,000",0.59%
2013-07-18,15.21,"61,290,000",-1.43%
2013-07-19,15.26,"59,460,000",0.33%
2013-07-22,15.17,"50,440,000",-0.59%
2013-07-23,15.05,"39,990,000",-0.79%
2013-07-24,14.95,"40,050,000",-0.66%
2013-07-25,15.17,"109,690,000",1.47%
2013-07-26,15.6,"176,400,000",2.83%
2013-07-29,15.3,"64,260,000",-1.92%
2013-07-30,15.12,"61,080,000",-1.18%
2013-07-31,15.06,"37,830,000",-0.40%
2013-08-01,15.28,"59,430,000",1.46%
2013-08-02,15.21,"50,170,000",-0.46%
2013-08-05,15.05,"44,670,000",-1.05%
2013-08-06,15.04,"37,000,000",-0.07%
2013-08-07,14.85,"39,260,000",-1.26%
2013-08-08,14.79,"46,930,000",-0.40%
2013-08-09,14.86,"39,010,000",0.47%
2013-08-12,14.83,"30,090,000",-0.20%
2013-08-13,14.7,"47,100,000",-0.88%
2013-08-14,14.57,"28,310,000",-0.88%
2013-08-15,14.32,"45,230,000",-1.72%
2013-08-16,14.24,"48,460,000",-0.56%
2013-08-19,14.28,"49,590,000",0.28%
2013-08-20,14.35,"31,720,000",0.49%
2013-08-21,14.23,"36,330,000",-0.84%
2013-08-22,14.49,"28,450,000",1.83%
2013-08-23,14.5,"39,370,000",0.07%
2013-08-26,14.31,"34,360,000",-1.31%
2013-08-27,14.05,"49,520,000",-1.82%
2013-08-28,14.08,"29,150,000",0.21%
2013-08-29,14.2,"31,330,000",0.85%
2013-08-30,14.05,"30,690,000",-1.06%
2013-09-03,14.44,"57,970,000",2.78%
2013-09-04,14.68,"48,790,000",1.66%
2013-09-05,14.71,"36,400,000",0.20%
2013-09-06,14.79,"45,870,000",0.54%
2013-09-09,14.99,"32,920,000",1.35%
2013-09-10,15.02,"35,620,000",0.20%
2013-09-11,14.98,"34,910,000",-0.27%
2013-09-12,14.94,"32,130,000",-0.27%
2013-09-13,14.9,"27,010,000",-0.27%
2013-09-16,14.8,"36,370,000",-0.67%
2013-09-17,15.21,"45,950,000",2.77%
2013-09-18,15.6,"58,940,000",2.56%
2013-09-19,15.6,"47,020,000",0.00%
2013-09-20,15.82,"106,120,000",1.41%
2013-09-23,15.57,"37,700,000",-1.58%
2013-09-24,15.71,"40,670,000",0.90%
2013-09-25,15.63,"40,200,000",-0.51%
2013-09-26,15.91,"39,820,000",1.79%
2013-09-27,15.8,"33,170,000",-0.69%
2013-09-30,15.63,"32,520,000",-1.08%
2013-10-01,16.05,"47,980,000",2.69%
2013-10-02,16.03,"44,490,000",-0.12%
2013-10-03,15.74,"53,590,000",-1.81%
2013-10-04,15.95,"36,300,000",1.33%
2013-10-07,15.5,"41,710,000",-2.82%
2013-10-08,15.16,"63,430,000",-2.19%
2013-10-09,14.91,"65,060,000",-1.65%
2013-10-10,15.26,"51,140,000",2.35%
2013-10-11,15.54,"43,260,000",1.83%
2013-10-14,15.54,"38,780,000",0.00%
2013-10-15,15.32,"45,230,000",-1.42%
2013-10-16,15.52,"43,610,000",1.31%
2013-10-17,15.54,"52,970,000",0.13%
2013-10-18,16.45,"119,400,000",5.86%
2013-10-21,16.32,"50,550,000",-0.79%
2013-10-22,16.63,"78,860,000",1.90%
2013-10-23,16.34,"56,360,000",-1.74%
2013-10-24,16.61,"117,690,000",1.65%
2013-10-25,18.17,"240,880,000",9.39%
2013-10-28,17.91,"72,720,000",-1.43%
2013-10-29,18.14,"43,820,000",1.28%
2013-10-30,18.05,"90,100,000",-0.50%
2013-10-31,18.2,"49,340,000",0.83%
2013-11-01,17.95,"66,640,000",-1.37%
2013-11-04,17.94,"38,810,000",-0.06%
2013-11-05,17.94,"40,150,000",0.00%
2013-11-06,17.81,"45,760,000",-0.72%
2013-11-07,17.18,"85,000,000",-3.54%
2013-11-08,17.52,"53,140,000",1.98%
2013-11-11,17.72,"45,250,000",1.14%
2013-11-12,17.48,"46,890,000",-1.35%
2013-11-13,17.81,"55,560,000",1.89%
2013-11-14,18.37,"83,280,000",3.14%
2013-11-15,18.46,"89,900,000",0.49%
2013-11-18,18.31,"54,760,000",-0.81%
2013-11-19,18.25,"38,100,000",-0.33%
2013-11-20,18.13,"35,460,000",-0.66%
2013-11-21,18.45,"39,340,000",1.77%
2013-11-22,18.62,"59,360,000",0.92%
2013-11-25,18.83,"59,450,000",1.13%
2013-11-26,19.07,"54,610,000",1.27%
2013-11-27,19.34,"45,390,000",1.42%
2013-11-29,19.68,"48,120,000",1.76%
2013-12-02,19.61,"94,380,000",-0.36%
2013-12-03,19.23,"74,150,000",-1.94%
2013-12-04,19.3,"47,110,000",0.36%
2013-12-05,19.22,"38,130,000",-0.41%
2013-12-06,19.35,"39,760,000",0.68%
2013-12-09,19.24,"55,330,000",-0.57%
2013-12-10,19.39,"54,800,000",0.78%
2013-12-11,19.11,"49,030,000",-1.44%
2013-12-12,19.06,"42,470,000",-0.26%
2013-12-13,19.21,"60,500,000",0.79%
2013-12-16,19.45,"45,180,000",1.25%
2013-12-17,19.38,"46,970,000",-0.36%
2013-12-18,19.8,"69,870,000",2.17%
2013-12-19,19.76,"48,590,000",-0.20%
2013-12-20,20.11,"100,770,000",1.77%
2013-12-23,20.15,"53,240,000",0.20%
2013-12-24,19.96,"27,610,000",-0.94%
2013-12-26,20.22,"37,430,000",1.30%
2013-12-27,19.9,"39,750,000",-1.58%
2013-12-30,19.67,"49,760,000",-1.16%
2013-12-31,19.94,"39,940,000",1.37%
2014-01-02,19.9,"42,800,000",-0.20%
2014-01-03,19.82,"44,270,000",-0.40%
2014-01-06,19.68,"63,440,000",-0.71%
2014-01-07,19.9,"38,330,000",1.12%
2014-01-08,20.1,"46,340,000",1.01%
2014-01-09,20.05,"42,080,000",-0.25%
2014-01-10,19.88,"53,630,000",-0.85%
2014-01-13,19.55,"56,930,000",-1.66%
2014-01-14,19.88,"46,810,000",1.69%
2014-01-15,19.79,"53,580,000",-0.45%
2014-01-16,19.79,"52,050,000",0.00%
2014-01-17,19.98,"90,180,000",0.96%
2014-01-21,20.35,"62,450,000",1.85%
2014-01-22,20.23,"41,400,000",-0.59%
2014-01-23,19.99,"60,530,000",-1.19%
2014-01-24,19.38,"90,260,000",-3.05%
2014-01-27,19.31,"78,900,000",-0.36%
2014-01-28,19.72,"58,030,000",2.12%
2014-01-29,19.21,"67,990,000",-2.59%
2014-01-30,20.15,"218,000,000",4.89%
2014-01-31,17.93,"323,630,000",-11.02%
2014-02-03,17.31,"205,820,000",-3.46%
2014-02-04,17.4,"96,420,000",0.52%
2014-02-05,17.32,"88,780,000",-0.46%
2014-02-06,17.73,"66,810,000",2.37%
2014-02-07,18.05,"86,940,000",1.80%
2014-02-10,18.04,"69,020,000",-0.06%
2014-02-11,18.09,"64,500,000",0.28%
2014-02-12,17.46,"131,980,000",-3.48%
2014-02-13,17.86,"83,630,000",2.29%
2014-02-14,17.87,"70,490,000",0.06%
2014-02-18,17.68,"100,010,000",-1.06%
2014-02-19,17.37,"83,510,000",-1.75%
2014-02-20,17.49,"69,930,000",0.69%
2014-02-21,17.34,"84,240,000",-0.86%
2014-02-24,17.59,"72,940,000",1.44%
2014-02-25,17.92,"74,940,000",1.88%
2014-02-26,17.99,"72,450,000",0.39%
2014-02-27,18.01,"62,110,000",0.11%
2014-02-28,18.11,"77,700,000",0.56%
2014-03-03,17.99,"56,090,000",-0.66%
2014-03-04,18.2,"54,140,000",1.17%
2014-03-05,18.62,"77,250,000",2.31%
2014-03-06,18.61,"58,550,000",-0.05%
2014-03-07,18.6,"45,610,000",-0.05%
2014-03-10,18.53,"42,160,000",-0.38%
2014-03-11,18.44,"44,960,000",-0.49%
2014-03-12,18.53,"44,390,000",0.49%
2014-03-13,18.58,"136,580,000",0.27%
2014-03-14,18.69,"88,040,000",0.59%
2014-03-17,18.75,"46,140,000",0.32%
2014-03-18,18.94,"49,670,000",1.01%
2014-03-19,18.66,"52,930,000",-1.48%
2014-03-20,18.45,"51,170,000",-1.13%
2014-03-21,18.03,"108,360,000",-2.28%
2014-03-24,17.59,"97,590,000",-2.44%
2014-03-25,17.74,"89,110,000",0.85%
2014-03-26,17.17,"82,410,000",-3.21%
2014-03-27,16.92,"115,410,000",-1.46%
2014-03-28,16.91,"79,740,000",-0.06%
2014-03-31,16.82,"85,950,000",-0.53%
2014-04-01,17.15,"72,060,000",1.96%
2014-04-02,17.1,"89,510,000",-0.29%
2014-04-03,16.68,"127,990,000",-2.46%
2014-04-04,16.15,"250,690,000",-3.18%
2014-04-07,15.89,"141,550,000",-1.61%
2014-04-08,16.35,"131,710,000",2.89%
2014-04-09,16.59,"101,170,000",1.47%
2014-04-10,15.86,"122,670,000",-4.40%
2014-04-11,15.59,"145,840,000",-1.70%
2014-04-14,15.8,"85,870,000",1.35%
2014-04-15,15.8,"107,990,000",0.00%
2014-04-16,16.18,"85,720,000",2.41%
2014-04-17,16.25,"86,010,000",0.43%
2014-04-21,16.54,"60,010,000",1.78%
2014-04-22,16.47,"74,290,000",-0.42%
2014-04-23,16.23,"72,090,000",-1.46%
2014-04-24,16.86,"185,870,000",3.88%
2014-04-25,15.19,"323,730,000",-9.91%
2014-04-28,14.83,"289,600,000",-2.37%
2014-04-29,15.02,"130,210,000",1.28%
2014-04-30,15.21,"81,800,000",1.26%
2014-05-01,15.39,"86,580,000",1.18%
2014-05-02,15.4,"79,900,000",0.06%
2014-05-05,15.5,"50,410,000",0.65%
2014-05-06,14.87,"93,650,000",-4.06%
2014-05-07,14.64,"140,340,000",-1.55%
2014-05-08,14.42,"76,980,000",-1.50%
2014-05-09,14.61,"81,260,000",1.32%
2014-05-12,15.14,"74,710,000",3.63%
2014-05-13,15.23,"70,200,000",0.59%
2014-05-14,14.88,"66,570,000",-2.30%
2014-05-15,14.76,"85,990,000",-0.81%
2014-05-16,14.88,"72,750,000",0.81%
2014-05-19,14.84,"45,730,000",-0.27%
2014-05-20,15.06,"81,930,000",1.48%
2014-05-21,15.25,"68,180,000",1.26%
2014-05-22,15.25,"51,540,000",0.00%
2014-05-23,15.61,"61,120,000",2.36%
2014-05-27,15.54,"97,280,000",-0.45%
2014-05-28,15.51,"54,540,000",-0.19%
2014-05-29,15.69,"47,310,000",1.16%
2014-05-30,15.63,"85,210,000",-0.38%
2014-06-02,15.44,"44,120,000",-1.22%
2014-06-03,15.36,"47,590,000",-0.52%
2014-06-04,15.34,"42,220,000",-0.13%
2014-06-05,16.18,"156,080,000",5.48%
2014-06-06,16.48,"104,930,000",1.85%
2014-06-09,16.38,"64,260,000",-0.61%
2014-06-10,16.62,"73,380,000",1.47%
2014-06-11,16.76,"88,780,000",0.84%
2014-06-12,16.3,"85,530,000",-2.74%
2014-06-13,16.31,"55,340,000",0.06%
2014-06-16,16.38,"49,000,000",0.43%
2014-06-17,16.28,"58,480,000",-0.61%
2014-06-18,16.72,"128,190,000",2.70%
2014-06-19,16.35,"106,540,000",-2.21%
2014-06-20,16.21,"121,120,000",-0.86%
2014-06-23,16.36,"52,190,000",0.93%
2014-06-24,16.21,"52,560,000",-0.92%
2014-06-25,16.37,"46,560,000",0.99%
2014-06-26,16.28,"54,000,000",-0.55%
2014-06-27,16.23,"48,390,000",-0.31%
2014-06-30,16.24,"53,440,000",0.06%
2014-07-01,16.62,"63,570,000",2.34%
2014-07-02,16.64,"53,630,000",0.12%
2014-07-03,16.87,"38,890,000",1.38%
2014-07-07,16.68,"42,600,000",-1.13%
2014-07-08,16.19,"85,510,000",-2.94%
2014-07-09,16.5,"63,340,000",1.91%
2014-07-10,16.4,"53,320,000",-0.61%
2014-07-11,17.31,"166,180,000",5.55%
2014-07-14,17.77,"112,310,000",2.66%
2014-07-15,17.72,"83,540,000",-0.28%
2014-07-16,17.8,"70,100,000",0.45%
2014-07-17,17.62,"72,810,000",-1.01%
2014-07-18,17.93,"68,200,000",1.76%
2014-07-21,17.99,"45,650,000",0.33%
2014-07-22,18.04,"57,790,000",0.28%
2014-07-23,17.91,"53,780,000",-0.72%
2014-07-24,17.93,"141,770,000",0.11%
2014-07-25,16.2,"357,100,000",-9.65%
2014-07-28,16.02,"118,680,000",-1.11%
2014-07-29,16,"57,710,000",-0.12%
2014-07-30,16.13,"79,460,000",0.81%
2014-07-31,15.65,"103,880,000",-2.98%
2014-08-01,15.35,"148,860,000",-1.92%
2014-08-04,15.68,"84,170,000",2.15%
2014-08-05,15.62,"57,130,000",-0.38%
2014-08-06,15.69,"45,950,000",0.45%
2014-08-07,15.57,"58,740,000",-0.76%
2014-08-08,15.84,"54,170,000",1.73%
2014-08-11,15.92,"49,460,000",0.51%
2014-08-12,15.97,"38,320,000",0.31%
2014-08-13,16.31,"98,900,000",2.13%
2014-08-14,16.66,"68,410,000",2.15%
2014-08-15,16.68,"77,960,000",0.12%
2014-08-18,16.73,"49,760,000",0.30%
2014-08-19,16.76,"34,280,000",0.18%
2014-08-20,16.79,"36,230,000",0.18%
2014-08-21,16.65,"39,520,000",-0.83%
2014-08-22,16.58,"44,260,000",-0.42%
2014-08-25,16.7,"39,220,000",0.72%
2014-08-26,17.09,"73,090,000",2.34%
2014-08-27,17.16,"59,240,000",0.41%
2014-08-28,17,"45,090,000",-0.93%
2014-08-29,16.95,"38,800,000",-0.29%
2014-09-02,17.12,"46,580,000",1.00%
2014-09-03,16.95,"39,970,000",-0.99%
2014-09-04,17.3,"79,310,000",2.06%
2014-09-05,17.32,"42,220,000",0.12%
2014-09-08,17.12,"59,210,000",-1.15%
2014-09-09,16.49,"92,940,000",-3.68%
2014-09-10,16.57,"75,980,000",0.49%
2014-09-11,16.53,"54,440,000",-0.24%
2014-09-12,16.56,"68,590,000",0.18%
2014-09-15,16.19,"80,140,000",-2.23%
2014-09-16,16.39,"65,320,000",1.24%
2014-09-17,16.2,"82,780,000",-1.16%
2014-09-18,16.25,"51,550,000",0.31%
2014-09-19,16.57,"137,730,000",1.97%
2014-09-22,16.23,"62,370,000",-2.05%
2014-09-23,16.18,"47,070,000",-0.31%
2014-09-24,16.41,"52,940,000",1.42%
2014-09-25,16.1,"58,700,000",-1.89%
2014-09-26,16.16,"72,780,000",0.37%
2014-09-29,16.09,"38,590,000",-0.43%
2014-09-30,16.12,"52,800,000",0.19%
2014-10-01,15.87,"61,930,000",-1.55%
2014-10-02,15.92,"71,080,000",0.32%
2014-10-03,16.14,"60,760,000",1.38%
2014-10-06,16.11,"45,880,000",-0.19%
2014-10-07,15.85,"47,310,000",-1.61%
2014-10-08,16.14,"69,180,000",1.83%
2014-10-09,15.77,"71,790,000",-2.29%
2014-10-10,15.57,"73,690,000",-1.27%
2014-10-13,15.32,"87,400,000",-1.61%
2014-10-14,15.42,"67,720,000",0.65%
2014-10-15,15.3,"106,970,000",-0.78%
2014-10-16,15.14,"94,640,000",-1.05%
2014-10-17,15.18,"88,180,000",0.26%
2014-10-20,15.31,"64,790,000",0.86%
2014-10-21,15.77,"71,270,000",3.00%
2014-10-22,15.65,"62,600,000",-0.76%
2014-10-23,15.66,"180,760,000",0.06%
2014-10-24,14.35,"396,120,000",-8.37%
2014-10-27,14.5,"119,010,000",1.05%
2014-10-28,14.78,"111,530,000",1.93%
2014-10-29,14.71,"97,670,000",-0.47%
2014-10-30,14.95,"81,100,000",1.63%
2014-10-31,15.27,"91,040,000",2.14%
2014-11-03,15.29,"64,880,000",0.13%
2014-11-04,15.14,"68,550,000",-0.98%
2014-11-05,14.83,"93,490,000",-2.05%
2014-11-06,14.83,"75,160,000",0.00%
2014-11-07,14.99,"52,950,000",1.08%
2014-11-10,15.26,"56,180,000",1.80%
2014-11-11,15.6,"76,150,000",2.23%
2014-11-12,15.58,"43,660,000",-0.13%
2014-11-13,15.82,"73,730,000",1.54%
2014-11-14,16.39,"177,560,000",3.60%
2014-11-17,16.15,"95,700,000",-1.46%
2014-11-18,16.25,"71,020,000",0.62%
2014-11-19,16.33,"65,630,000",0.49%
2014-11-20,16.53,"68,730,000",1.22%
2014-11-21,16.63,"89,330,000",0.60%
2014-11-24,16.78,"55,080,000",0.90%
2014-11-25,16.75,"51,300,000",-0.18%
2014-11-26,16.68,"39,720,000",-0.42%
2014-11-28,16.93,"61,040,000",1.50%
2014-12-01,16.3,"98,900,000",-3.72%
2014-12-02,16.32,"55,810,000",0.12%
2014-12-03,15.82,"113,800,000",-3.06%
2014-12-04,15.85,"65,930,000",0.19%
2014-12-05,15.63,"65,300,000",-1.39%
2014-12-08,15.33,"72,780,000",-1.92%
2014-12-09,15.62,"80,990,000",1.89%
2014-12-10,15.29,"64,920,000",-2.11%
2014-12-11,15.37,"65,460,000",0.52%
2014-12-12,15.37,"63,250,000",0.00%
2014-12-15,15.3,"76,830,000",-0.46%
2014-12-16,14.75,"130,030,000",-3.59%
2014-12-17,14.94,"88,670,000",1.29%
2014-12-18,14.89,"154,760,000",-0.33%
2014-12-19,14.99,"174,180,000",0.67%
2014-12-22,15.33,"80,080,000",2.27%
2014-12-23,15.31,"54,370,000",-0.13%
2014-12-24,15.15,"30,360,000",-1.05%
2014-12-26,15.45,"57,880,000",1.98%
2014-12-29,15.6,"60,180,000",0.97%
2014-12-30,15.52,"41,860,000",-0.51%
2014-12-31,15.52,"41,160,000",0.00%
2015-01-02,15.43,"55,760,000",-0.58%
2015-01-05,15.11,"55,480,000",-2.07%
2015-01-06,14.76,"70,380,000",-2.32%
2015-01-07,14.92,"52,810,000",1.08%
2015-01-08,15.02,"61,770,000",0.67%
2015-01-09,14.85,"51,850,000",-1.13%
2015-01-12,14.57,"68,430,000",-1.89%
2015-01-13,14.74,"82,730,000",1.17%
2015-01-14,14.66,"110,770,000",-0.54%
2015-01-15,14.35,"88,380,000",-2.11%
2015-01-16,14.54,"69,560,000",1.32%
2015-01-20,14.47,"61,500,000",-0.48%
2015-01-21,14.86,"201,300,000",2.70%
2015-01-22,15.52,"107,250,000",4.44%
2015-01-23,15.62,"89,930,000",0.64%
2015-01-26,15.48,"63,390,000",-0.90%
2015-01-27,15.34,"58,410,000",-0.90%
2015-01-28,15.2,"61,280,000",-0.91%
2015-01-29,15.59,"173,130,000",2.57%
2015-01-30,17.73,"477,120,000",13.73%
2015-02-02,18.22,"204,640,000",2.76%
2015-02-03,18.18,"124,250,000",-0.22%
2015-02-04,18.24,"83,400,000",0.33%
2015-02-05,18.69,"144,950,000",2.47%
2015-02-06,18.71,"77,850,000",0.11%
2015-02-09,18.53,"54,490,000",-0.96%
2015-02-10,18.65,"45,740,000",0.65%
2015-02-11,18.76,"55,730,000",0.59%
2015-02-12,18.86,"55,820,000",0.53%
2015-02-13,19.09,"69,500,000",1.22%
2015-02-17,18.77,"73,460,000",-1.68%
2015-02-18,18.67,"53,010,000",-0.53%
2015-02-19,18.95,"59,080,000",1.50%
2015-02-20,19.18,"65,160,000",1.21%
2015-02-23,19.01,"43,540,000",-0.89%
2015-02-24,18.93,"38,440,000",-0.42%
2015-02-25,19.27,"63,490,000",1.80%
2015-02-26,19.24,"53,740,000",-0.16%
2015-02-27,19.01,"50,650,000",-1.20%
2015-03-02,19.28,"42,780,000",1.42%
2015-03-03,19.23,"38,930,000",-0.26%
2015-03-04,19.14,"45,180,000",-0.47%
2015-03-05,19.39,"53,870,000",1.31%
2015-03-06,19,"52,540,000",-2.01%
2015-03-09,18.93,"46,230,000",-0.37%
2015-03-10,18.48,"62,420,000",-2.38%
2015-03-11,18.32,"49,900,000",-0.87%
2015-03-12,18.71,"56,200,000",2.13%
2015-03-13,18.53,"52,230,000",-0.96%
2015-03-16,18.67,"47,080,000",0.76%
2015-03-17,18.6,"40,740,000",-0.37%
2015-03-18,18.76,"53,080,000",0.86%
2015-03-19,18.66,"38,310,000",-0.53%
2015-03-20,18.92,"75,270,000",1.39%
2015-03-23,18.76,"44,790,000",-0.85%
2015-03-24,18.7,"44,560,000",-0.32%
2015-03-25,18.55,"68,590,000",-0.80%
2015-03-26,18.37,"58,600,000",-0.97%
2015-03-27,18.53,"52,200,000",0.87%
2015-03-30,18.73,"36,420,000",1.08%
2015-03-31,18.61,"50,120,000",-0.64%
2015-04-01,18.51,"49,160,000",-0.54%
2015-04-02,18.61,"37,510,000",0.54%
2015-04-06,18.85,"61,010,000",1.29%
2015-04-07,18.72,"39,100,000",-0.69%
2015-04-08,19.06,"52,730,000",1.82%
2015-04-09,19.18,"47,850,000",0.63%
2015-04-10,19.13,"51,470,000",-0.26%
2015-04-13,19.12,"37,890,000",-0.05%
2015-04-14,19.26,"51,670,000",0.73%
2015-04-15,19.17,"38,660,000",-0.47%
2015-04-16,19.3,"41,610,000",0.68%
2015-04-17,18.78,"76,790,000",-2.69%
2015-04-20,19.48,"100,320,000",3.73%
2015-04-21,19.56,"92,870,000",0.41%
2015-04-22,19.49,"69,490,000",-0.36%
2015-04-23,19.5,"159,600,000",0.05%
2015-04-24,22.25,"343,540,000",14.10%
2015-04-27,21.93,"108,620,000",-1.44%
2015-04-28,21.47,"82,810,000",-2.10%
2015-04-29,21.47,"72,430,000",0.00%
2015-04-30,21.09,"72,960,000",-1.77%
2015-05-01,21.14,"71,320,000",0.24%
2015-05-04,21.15,"45,410,000",0.05%
2015-05-05,21.06,"57,130,000",-0.43%
2015-05-06,20.95,"51,050,000",-0.52%
2015-05-07,21.34,"55,320,000",1.86%
2015-05-08,21.68,"58,180,000",1.59%
2015-05-11,21.64,"47,870,000",-0.18%
2015-05-12,21.55,"38,960,000",-0.42%
2015-05-13,21.34,"39,930,000",-0.97%
2015-05-14,21.61,"37,770,000",1.27%
2015-05-15,21.3,"84,810,000",-1.43%
2015-05-18,21.26,"47,800,000",-0.19%
2015-05-19,21.09,"49,300,000",-0.80%
2015-05-20,21.19,"43,920,000",0.47%
2015-05-21,21.58,"82,430,000",1.84%
2015-05-22,21.38,"40,410,000",-0.93%
2015-05-26,21.27,"44,880,000",-0.51%
2015-05-27,21.57,"44,620,000",1.41%
2015-05-28,21.33,"38,250,000",-1.11%
2015-05-29,21.46,"60,320,000",0.61%
2015-06-01,21.55,"45,070,000",0.42%
2015-06-02,21.55,"33,400,000",0.00%
2015-06-03,21.83,"54,560,000",1.30%
2015-06-04,21.54,"50,220,000",-1.33%
2015-06-05,21.35,"38,160,000",-0.88%
2015-06-08,21.18,"43,450,000",-0.80%
2015-06-09,21.27,"45,770,000",0.42%
2015-06-10,21.54,"43,450,000",1.27%
2015-06-11,21.65,"58,450,000",0.51%
2015-06-12,21.5,"41,090,000",-0.69%
2015-06-15,21.18,"41,020,000",-1.49%
2015-06-16,21.36,"45,950,000",0.85%
2015-06-17,21.39,"43,720,000",0.14%
2015-06-18,21.97,"67,570,000",2.71%
2015-06-19,21.75,"89,900,000",-1.00%
2015-06-22,21.81,"36,470,000",0.28%
2015-06-23,22.3,"64,900,000",2.25%
2015-06-24,22.04,"52,420,000",-1.17%
2015-06-25,22,"44,750,000",-0.18%
2015-06-26,21.91,"52,490,000",-0.41%
2015-06-29,21.49,"55,060,000",-1.92%
2015-06-30,21.7,"51,940,000",0.98%
2015-07-01,21.87,"39,740,000",0.78%
2015-07-02,21.89,"26,870,000",0.09%
2015-07-06,21.8,"38,060,000",-0.41%
2015-07-07,21.84,"69,080,000",0.18%
2015-07-08,21.48,"47,660,000",-1.65%
2015-07-09,21.72,"45,430,000",1.12%
2015-07-10,22.18,"48,020,000",2.12%
2015-07-13,22.78,"79,140,000",2.71%
2015-07-14,23.28,"94,720,000",2.19%
2015-07-15,23.06,"59,750,000",-0.95%
2015-07-16,23.77,"81,910,000",3.08%
2015-07-17,24.15,"98,640,000",1.60%
2015-07-20,24.41,"95,050,000",1.08%
2015-07-21,24.4,"63,640,000",-0.04%
2015-07-22,24.41,"62,300,000",0.04%
2015-07-23,24.11,"187,490,000",-1.23%
2015-07-24,26.47,"438,190,000",9.79%
2015-07-27,26.57,"149,820,000",0.38%
2015-07-28,26.3,"105,460,000",-1.02%
2015-07-29,26.45,"75,050,000",0.57%
2015-07-30,26.84,"74,860,000",1.47%
2015-07-31,26.81,"60,510,000",-0.11%
2015-08-03,26.75,"60,280,000",-0.22%
2015-08-04,26.59,"58,690,000",-0.60%
2015-08-05,26.85,"57,790,000",0.98%
2015-08-06,26.47,"76,410,000",-1.42%
2015-08-07,26.13,"79,380,000",-1.28%
2015-08-10,26.2,"52,320,000",0.27%
2015-08-11,26.37,"53,530,000",0.65%
2015-08-12,26.3,"80,290,000",-0.27%
2015-08-13,26.48,"57,900,000",0.68%
2015-08-14,26.58,"39,900,000",0.38%
2015-08-17,26.76,"51,630,000",0.68%
2015-08-18,26.75,"41,430,000",-0.04%
2015-08-19,26.65,"46,480,000",-0.37%
2015-08-20,25.79,"88,160,000",-3.23%
2015-08-21,24.72,"134,130,000",-4.15%
2015-08-24,23.17,"201,950,000",-6.27%
2015-08-25,23.32,"113,590,000",0.65%
2015-08-26,25.04,"127,170,000",7.38%
2015-08-27,25.92,"122,290,000",3.51%
2015-08-28,25.9,"54,930,000",-0.08%
2015-08-31,25.64,"60,050,000",-1.00%
2015-09-01,24.83,"77,290,000",-3.16%
2015-09-02,25.53,"74,140,000",2.82%
2015-09-03,25.24,"62,990,000",-1.14%
2015-09-04,24.95,"53,850,000",-1.15%
2015-09-08,25.88,"76,210,000",3.73%
2015-09-09,25.84,"87,410,000",-0.15%
2015-09-10,26.11,"51,520,000",1.04%
2015-09-11,26.47,"64,560,000",1.38%
2015-09-14,26.07,"62,600,000",-1.51%
2015-09-15,26.12,"57,320,000",0.19%
2015-09-16,26.37,"45,060,000",0.96%
2015-09-17,26.94,"83,390,000",2.16%
2015-09-18,27.01,"123,200,000",0.26%
2015-09-21,27.42,"65,670,000",1.52%
2015-09-22,26.92,"76,830,000",-1.82%
2015-09-23,26.8,"44,750,000",-0.45%
2015-09-24,26.69,"70,020,000",-0.41%
2015-09-25,26.21,"80,620,000",-1.80%
2015-09-28,25.2,"108,690,000",-3.85%
2015-09-29,24.8,"89,150,000",-1.59%
2015-09-30,25.59,"80,090,000",3.19%
2015-10-01,26.04,"75,370,000",1.76%
