date,amzn,amzn_volume,amzn_change_pct
2023-01-11,95.09,"103,130,000",5.81%
2023-01-12,95.27,"85,250,000",0.19%
2023-01-13,98.12,"85,550,000",2.99%
2023-01-17,96.05,"72,760,000",-2.11%
2023-01-18,95.46,"79,570,000",-0.61%
2023-01-19,93.68,"69,000,000",-1.86%
2023-01-20,97.25,"67,480,000",3.81%
2023-01-23,97.52,"76,500,000",0.28%
2023-01-24,96.32,"66,930,000",-1.23%
2023-01-25,97.18,"94,260,000",0.89%
2023-01-26,99.22,"68,520,000",2.10%
2023-01-27,102.24,"87,780,000",3.04%
2023-01-30,100.55,"70,690,000",-1.65%
2023-01-31,103.13,"66,530,000",2.57%
2023-02-01,105.15,"80,450,000",1.96%
2023-02-02,112.91,"158,150,000",7.38%
2023-02-03,103.39,"144,370,000",-8.43%
2023-02-06,102.18,"81,950,000",-1.17%
2023-02-07,102.11,"119,500,000",-0.07%
2023-02-08,100.05,"75,880,000",-2.02%
2023-02-09,98.24,"64,620,000",-1.81%
2023-02-10,97.61,"52,740,000",-0.64%
2023-02-13,99.54,"52,840,000",1.98%
2023-02-14,99.7,"56,200,000",0.16%
2023-02-15,101.16,"48,050,000",1.46%
2023-02-16,98.15,"56,340,000",-2.98%
2023-02-17,97.2,"60,030,000",-0.97%
2023-02-21,94.58,"56,580,000",-2.70%
2023-02-22,95.79,"59,530,000",1.28%
2023-02-23,95.82,"48,470,000",0.03%
2023-02-24,93.5,"57,050,000",-2.42%
2023-02-27,93.76,"47,470,000",0.28%
2023-02-28,94.23,"43,960,000",0.50%
2023-03-01,92.17,"52,300,000",-2.19%
2023-03-02,92.13,"55,570,000",-0.04%
2023-03-03,94.9,"55,760,000",3.01%
2023-03-06,93.75,"52,110,000",-1.21%
2023-03-07,93.55,"49,100,000",-0.21%
2023-03-08,93.92,"44,900,000",0.40%
2023-03-09,92.25,"56,220,000",-1.78%
2023-03-10,90.73,"69,830,000",-1.65%
2023-03-13,92.43,"72,400,000",1.87%
2023-03-14,94.88,"60,910,000",2.65%
2023-03-15,96.2,"70,730,000",1.39%
2023-03-16,100.04,"84,560,000",3.99%
2023-03-17,98.95,"87,300,000",-1.09%
2023-03-20,97.71,"62,390,000",-1.25%
2023-03-21,100.61,"58,600,000",2.97%
2023-03-22,98.7,"57,480,000",-1.90%
2023-03-23,98.71,"57,560,000",0.01%
2023-03-24,98.13,"56,140,000",-0.59%
2023-03-27,98.04,"46,720,000",-0.09%
2023-03-28,97.24,"38,720,000",-0.82%
2023-03-29,100.25,"49,780,000",3.10%
2023-03-30,102,"53,630,000",1.75%
2023-03-31,103.29,"56,750,000",1.26%
2023-04-03,102.41,"41,140,000",-0.85%
2023-04-04,103.95,"48,660,000",1.50%
2023-04-05,101.1,"45,180,000",-2.74%
2023-04-06,102.06,"43,810,000",0.95%
2023-04-10,102.17,"37,260,000",0.11%
2023-04-11,99.92,"60,420,000",-2.20%
2023-04-12,97.83,"56,740,000",-2.09%
2023-04-13,102.4,"67,930,000",4.67%
2023-04-14,102.51,"51,450,000",0.11%
2023-04-17,102.74,"39,920,000",0.22%
2023-04-18,102.3,"39,790,000",-0.43%
2023-04-19,104.3,"58,400,000",1.96%
2023-04-20,103.81,"57,700,000",-0.47%
2023-04-21,106.96,"86,770,000",3.03%
2023-04-24,106.21,"69,580,000",-0.70%
2023-04-25,102.57,"65,030,000",-3.43%
2023-04-26,104.98,"73,800,000",2.35%
2023-04-27,109.82,"149,960,000",4.61%
2023-04-28,105.45,"130,720,000",-3.98%
2023-05-01,102.05,"74,730,000",-3.22%
2023-05-02,103.63,"73,470,000",1.55%
2023-05-03,103.65,"65,050,000",0.02%
2023-05-04,104,"45,350,000",0.34%
2023-05-05,105.65,"56,950,000",1.59%
2023-05-08,105.83,"49,430,000",0.17%
2023-05-09,106.62,"44,090,000",0.75%
2023-05-10,110.19,"78,630,000",3.35%
2023-05-11,112.18,"74,920,000",1.81%
2023-05-12,110.26,"49,850,000",-1.71%
2023-05-15,111.2,"53,010,000",0.85%
2023-05-16,113.4,"71,470,000",1.98%
2023-05-17,115.5,"65,660,000",1.85%
2023-05-18,118.15,"73,170,000",2.29%
2023-05-19,116.25,"55,060,000",-1.61%
2023-05-22,115.01,"70,740,000",-1.07%
2023-05-23,114.99,"67,580,000",-0.02%
2023-05-24,116.75,"63,490,000",1.53%
2023-05-25,115,"66,500,000",-1.50%
2023-05-26,120.11,"96,780,000",4.44%
2023-05-30,121.66,"64,310,000",1.29%
2023-05-31,120.58,"72,800,000",-0.89%
2023-06-01,122.77,"54,380,000",1.82%
2023-06-02,124.25,"61,260,000",1.21%
2023-06-05,125.3,"47,950,000",0.85%
2023-06-06,126.61,"45,700,000",1.05%
2023-06-07,121.23,"95,660,000",-4.25%
2023-06-08,124.25,"62,160,000",2.49%
2023-06-09,123.43,"51,400,000",-0.66%
2023-06-12,126.57,"51,470,000",2.54%
2023-06-13,126.66,"50,560,000",0.07%
2023-06-14,126.42,"52,420,000",-0.19%
2023-06-15,127.11,"60,460,000",0.55%
2023-06-16,125.49,"84,250,000",-1.27%
2023-06-20,125.78,"56,930,000",0.23%
2023-06-21,124.83,"52,140,000",-0.76%
2023-06-22,130.15,"90,350,000",4.26%
2023-06-23,129.33,"71,930,000",-0.63%
2023-06-26,127.33,"59,990,000",-1.55%
2023-06-27,129.18,"46,800,000",1.45%
2023-06-28,129.04,"52,150,000",-0.11%
2023-06-29,127.9,"40,760,000",-0.88%
2023-06-30,130.36,"54,350,000",1.92%
2023-07-03,130.22,"28,260,000",-0.11%
2023-07-05,130.38,"35,900,000",0.12%
2023-07-06,128.36,"40,700,000",-1.55%
2023-07-07,129.78,"41,990,000",1.11%
2023-07-10,127.13,"61,890,000",-2.04%
2023-07-11,128.78,"49,950,000",1.30%
2023-07-12,130.8,"54,020,000",1.57%
2023-07-13,134.3,"61,170,000",2.68%
2023-07-14,134.68,"54,490,000",0.28%
2023-07-17,133.56,"48,450,000",-0.83%
2023-07-18,132.83,"54,970,000",-0.55%
2023-07-19,135.36,"54,530,000",1.90%
2023-07-20,129.96,"59,820,000",-3.99%
2023-07-21,130,"133,310,000",0.03%
2023-07-24,128.8,"45,670,000",-0.92%
2023-07-25,129.13,"39,240,000",0.26%
2023-07-26,128.15,"53,910,000",-0.76%
2023-07-27,128.25,"52,610,000",0.08%
2023-07-28,132.21,"46,320,000",3.09%
2023-07-31,133.68,"41,900,000",1.11%
2023-08-01,131.69,"42,300,000",-1.49%
2023-08-02,128.21,"51,030,000",-2.64%
2023-08-03,128.91,"91,160,000",0.55%
2023-08-04,139.57,"153,130,000",8.27%
2023-08-07,142.22,"71,210,000",1.90%
2023-08-08,139.94,"51,710,000",-1.60%
2023-08-09,137.85,"50,020,000",-1.49%
2023-08-10,138.56,"58,930,000",0.52%
2023-08-11,138.41,"42,910,000",-0.11%
2023-08-14,140.57,"47,150,000",1.56%
2023-08-15,137.67,"42,780,000",-2.06%
2023-08-16,135.07,"41,680,000",-1.89%
2023-08-17,133.98,"48,350,000",-0.81%
2023-08-18,133.22,"48,500,000",-0.57%
2023-08-21,134.68,"41,440,000",1.10%
2023-08-22,134.25,"32,940,000",-0.32%
2023-08-23,135.52,"42,800,000",0.95%
2023-08-24,131.84,"43,650,000",-2.72%
2023-08-25,133.26,"44,150,000",1.08%
2023-08-28,133.14,"34,110,000",-0.09%
2023-08-29,134.91,"38,650,000",1.33%
2023-08-30,135.07,"36,140,000",0.12%
2023-08-31,138.01,"58,780,000",2.18%
2023-09-01,138.12,"40,990,000",0.08%
2023-09-05,137.27,"40,640,000",-0.62%
2023-09-06,135.36,"41,790,000",-1.39%
2023-09-07,137.85,"48,500,000",1.84%
2023-09-08,138.23,"38,370,000",0.28%
2023-09-11,143.1,"56,760,000",3.52%
2023-09-12,141.23,"42,670,000",-1.31%
2023-09-13,144.85,"60,470,000",2.56%
2023-09-14,144.72,"64,030,000",-0.09%
2023-09-15,140.39,"102,910,000",-2.99%
2023-09-18,139.98,"42,820,000",-0.29%
2023-09-19,137.63,"61,480,000",-1.68%
2023-09-20,135.29,"46,260,000",-1.70%
2023-09-21,129.33,"70,340,000",-4.41%
2023-09-22,129.12,"59,900,000",-0.16%
2023-09-25,131.27,"46,020,000",1.67%
2023-09-26,125.98,"73,050,000",-4.03%
2023-09-27,125.98,"66,550,000",0.00%
2023-09-28,125.98,"54,560,000",0.00%
2023-09-29,127.12,"62,410,000",0.90%
2023-10-02,129.46,"48,030,000",1.84%
2023-10-03,124.72,"51,570,000",-3.66%
2023-10-04,127,"44,200,000",1.83%
2023-10-05,125.96,"39,660,000",-0.82%
2023-10-06,127.96,"46,840,000",1.59%
2023-10-09,128.26,"38,770,000",0.23%
2023-10-10,129.48,"42,180,000",0.95%
2023-10-11,131.83,"40,740,000",1.81%
2023-10-12,132.33,"55,530,000",0.38%
2023-10-13,129.79,"45,820,000",-1.92%
2023-10-16,132.55,"42,830,000",2.13%
2023-10-17,131.47,"49,340,000",-0.81%
2023-10-18,128.13,"42,700,000",-2.54%
2023-10-19,128.4,"60,960,000",0.21%
2023-10-20,125.17,"56,410,000",-2.52%
2023-10-23,126.56,"48,260,000",1.11%
2023-10-24,128.56,"46,480,000",1.58%
2023-10-25,121.39,"74,580,000",-5.58%
2023-10-26,119.57,"100,420,000",-1.50%
2023-10-27,127.74,"125,310,000",6.83%
2023-10-30,132.71,"72,490,000",3.89%
2023-10-31,133.09,"51,590,000",0.29%
2023-11-01,137,"61,530,000",2.94%
2023-11-02,138.07,"52,240,000",0.78%
2023-11-03,138.6,"44,060,000",0.38%
2023-11-06,139.74,"44,970,000",0.82%
2023-11-07,142.71,"53,550,000",2.13%
2023-11-08,142.08,"44,520,000",-0.44%
2023-11-09,140.6,"36,240,000",-1.04%
2023-11-10,143.56,"49,350,000",2.11%
2023-11-13,142.59,"35,680,000",-0.68%
2023-11-14,145.8,"56,670,000",2.25%
2023-11-15,143.2,"63,880,000",-1.78%
2023-11-16,142.83,"49,650,000",-0.26%
2023-11-17,145.18,"49,680,000",1.65%
2023-11-20,146.13,"41,980,000",0.65%
2023-11-21,143.9,"71,230,000",-1.53%
2023-11-22,146.71,"45,700,000",1.95%
2023-11-24,146.74,"22,380,000",0.02%
2023-11-27,147.73,"53,760,000",0.67%
2023-11-28,147.03,"42,710,000",-0.47%
2023-11-29,146.32,"40,610,000",-0.48%
2023-11-30,146.09,"65,810,000",-0.16%
2023-12-01,147.03,"39,950,000",0.64%
2023-12-04,144.84,"48,290,000",-1.49%
2023-12-05,146.88,"46,820,000",1.41%
2023-12-06,144.52,"39,680,000",-1.61%
2023-12-07,146.88,"52,350,000",1.63%
2023-12-08,147.42,"41,910,000",0.37%
2023-12-11,145.89,"50,910,000",-1.04%
2023-12-12,147.48,"44,940,000",1.09%
2023-12-13,148.84,"52,770,000",0.92%
2023-12-14,147.42,"58,400,000",-0.95%
2023-12-15,149.97,"110,090,000",1.73%
2023-12-18,154.07,"62,510,000",2.73%
2023-12-19,153.79,"43,170,000",-0.18%
2023-12-20,152.12,"50,320,000",-1.09%
2023-12-21,153.84,"36,310,000",1.13%
2023-12-22,153.42,"29,510,000",-0.27%
2023-12-26,153.41,"25,070,000",-0.01%
2023-12-27,153.34,"31,430,000",-0.05%
2023-12-28,153.38,"27,060,000",0.03%
2023-12-29,151.94,"39,820,000",-0.94%
2024-01-02,149.93,"47,340,000",-1.32%
2024-01-03,148.47,"49,430,000",-0.97%
2024-01-04,144.57,"56,040,000",-2.63%
2024-01-05,145.24,"45,150,000",0.46%
2024-01-08,149.1,"46,760,000",2.66%
2024-01-09,151.37,"43,810,000",1.52%
2024-01-10,153.73,"44,420,000",1.56%
2024-01-11,155.18,"49,070,000",0.94%
2024-01-12,154.62,"40,480,000",-0.36%
2024-01-16,153.16,"41,380,000",-0.94%
2024-01-17,151.71,"34,950,000",-0.95%
2024-01-18,153.5,"37,850,000",1.18%
2024-01-19,155.34,"51,650,000",1.20%
2024-01-22,154.78,"43,690,000",-0.36%
2024-01-23,156.02,"37,990,000",0.80%
2024-01-24,156.87,"48,550,000",0.54%
2024-01-25,157.75,"43,640,000",0.56%
2024-01-26,159.12,"51,050,000",0.87%
2024-01-29,161.26,"45,270,000",1.34%
2024-01-30,159,"45,210,000",-1.40%
2024-01-31,155.2,"50,280,000",-2.39%
2024-02-01,159.28,"76,540,000",2.63%
2024-02-02,171.81,"117,220,000",7.87%
2024-02-05,170.31,"55,080,000",-0.87%
2024-02-06,169.15,"42,510,000",-0.68%
2024-02-07,170.53,"47,170,000",0.82%
2024-02-08,169.84,"42,320,000",-0.40%
2024-02-09,174.45,"56,990,000",2.71%
2024-02-12,172.34,"51,050,000",-1.21%
2024-02-13,168.64,"56,350,000",-2.15%
2024-02-14,170.98,"42,820,000",1.39%
2024-02-15,169.8,"49,860,000",-0.69%
2024-02-16,169.51,"48,110,000",-0.17%
2024-02-20,167.08,"41,980,000",-1.43%
2024-02-21,168.59,"44,580,000",0.90%
2024-02-22,174.58,"55,390,000",3.55%
2024-02-23,174.99,"59,720,000",0.23%
2024-02-26,174.73,"44,370,000",-0.15%
2024-02-27,173.54,"31,140,000",-0.68%
2024-02-28,173.16,"28,180,000",-0.22%
2024-02-29,176.76,"53,810,000",2.08%
2024-03-01,178.22,"31,980,000",0.83%
2024-03-04,177.58,"37,380,000",-0.36%
2024-03-05,174.12,"37,230,000",-1.95%
2024-03-06,173.51,"32,090,000",-0.35%
2024-03-07,176.82,"34,060,000",1.91%
2024-03-08,175.35,"37,890,000",-0.83%
2024-03-11,171.96,"28,480,000",-1.93%
2024-03-12,175.39,"36,610,000",1.99%
2024-03-13,176.55,"30,770,000",0.66%
2024-03-14,178.75,"43,710,000",1.24%
2024-03-15,174.42,"72,150,000",-2.42%
2024-03-18,174.48,"31,250,000",0.03%
2024-03-19,175.9,"26,880,000",0.81%
2024-03-20,178.15,"29,950,000",1.28%
2024-03-21,178.15,"32,820,000",0.00%
2024-03-22,178.87,"28,000,000",0.40%
2024-03-25,179.71,"29,820,000",0.47%
2024-03-26,178.3,"29,660,000",-0.78%
2024-03-27,179.83,"33,270,000",0.86%
2024-03-28,180.38,"38,050,000",0.31%
2024-04-01,180.97,"29,170,000",0.33%
2024-04-02,180.69,"32,610,000",-0.15%
2024-04-03,182.41,"31,050,000",0.95%
2024-04-04,180,"41,620,000",-1.32%
2024-04-05,185.07,"42,370,000",2.82%
2024-04-08,185.19,"39,220,000",0.06%
2024-04-09,185.67,"36,550,000",0.26%
2024-04-10,185.95,"35,880,000",0.15%
2024-04-11,189.05,"40,020,000",1.67%
2024-04-12,186.13,"38,610,000",-1.54%
2024-04-15,183.62,"48,050,000",-1.35%
2024-04-16,183.32,"32,890,000",-0.16%
2024-04-17,181.28,"31,360,000",-1.11%
2024-04-18,179.22,"30,720,000",-1.14%
2024-04-19,174.63,"56,000,000",-2.56%
2024-04-22,177.23,"37,920,000",1.49%
2024-04-23,179.54,"37,050,000",1.30%
2024-04-24,176.59,"34,190,000",-1.64%
2024-04-25,173.67,"49,250,000",-1.65%
2024-04-26,179.62,"43,920,000",3.43%
2024-04-29,180.96,"54,060,000",0.75%
2024-04-30,175,"94,640,000",-3.29%
2024-05-01,179,"94,650,000",2.29%
2024-05-02,184.72,"54,300,000",3.20%
2024-05-03,186.21,"39,170,000",0.81%
2024-05-06,188.7,"34,730,000",1.34%
2024-05-07,188.76,"34,050,000",0.03%
2024-05-08,188,"26,140,000",-0.40%
2024-05-09,189.5,"43,370,000",0.80%
2024-05-10,187.48,"34,140,000",-1.07%
2024-05-13,186.57,"24,900,000",-0.49%
2024-05-14,187.07,"38,700,000",0.27%
2024-05-15,185.99,"75,460,000",-0.58%
2024-05-16,183.63,"38,830,000",-1.27%
2024-05-17,184.7,"33,180,000",0.58%
2024-05-20,183.54,"30,510,000",-0.63%
2024-05-21,183.15,"50,840,000",-0.21%
2024-05-22,183.13,"28,150,000",-0.01%
2024-05-23,181.05,"33,670,000",-1.14%
2024-05-24,180.75,"27,470,000",-0.17%
2024-05-28,182.15,"29,930,000",0.77%
2024-05-29,182.02,"32,010,000",-0.07%
2024-05-30,179.32,"29,250,000",-1.48%
2024-05-31,176.44,"58,900,000",-1.61%
2024-06-03,178.34,"30,790,000",1.08%
2024-06-04,179.34,"27,200,000",0.56%
2024-06-05,181.28,"32,120,000",1.08%
2024-06-06,185,"31,370,000",2.05%
2024-06-07,184.3,"28,020,000",-0.38%
2024-06-10,187.06,"34,490,000",1.50%
2024-06-11,187.23,"27,270,000",0.09%
2024-06-12,186.89,"33,980,000",-0.18%
2024-06-13,183.83,"39,720,000",-1.64%
2024-06-14,183.66,"25,460,000",-0.09%
2024-06-17,184.06,"35,600,000",0.22%
2024-06-18,182.81,"36,660,000",-0.68%
2024-06-20,186.1,"44,730,000",1.80%
2024-06-21,189.08,"72,930,000",1.60%
2024-06-24,185.57,"50,610,000",-1.86%
2024-06-25,186.34,"45,900,000",0.41%
2024-06-26,193.61,"65,100,000",3.90%
2024-06-27,197.85,"74,400,000",2.19%
2024-06-28,193.25,"76,930,000",-2.32%
2024-07-01,197.2,"41,190,000",2.04%
2024-07-02,200,"45,600,000",1.42%
2024-07-03,197.59,"31,600,000",-1.21%
2024-07-05,200,"39,860,000",1.22%
2024-07-08,199.29,"34,770,000",-0.36%
2024-07-09,199.34,"32,760,000",0.03%
2024-07-10,199.79,"32,880,000",0.23%
2024-07-11,195.05,"44,570,000",-2.37%
2024-07-12,194.49,"30,600,000",-0.29%
2024-07-15,192.72,"40,680,000",-0.91%
2024-07-16,193.02,"33,990,000",0.16%
2024-07-17,187.93,"48,080,000",-2.64%
2024-07-18,183.75,"51,040,000",-2.22%
2024-07-19,183.13,"43,080,000",-0.34%
2024-07-22,182.55,"39,930,000",-0.32%
2024-07-23,186.41,"47,540,000",2.11%
2024-07-24,180.83,"41,530,000",-2.99%
2024-07-25,179.85,"44,460,000",-0.54%
2024-07-26,182.5,"29,510,000",1.47%
2024-07-29,183.2,"33,270,000",0.38%
2024-07-30,181.71,"39,510,000",-0.81%
2024-07-31,186.98,"41,670,000",2.90%
2024-08-01,184.07,"70,440,000",-1.56%
2024-08-02,167.9,"141,450,000",-8.78%
2024-08-05,161.02,"83,150,000",-4.10%
2024-08-06,161.93,"59,950,000",0.57%
2024-08-07,162.77,"48,410,000",0.52%
2024-08-08,165.8,"44,620,000",1.86%
2024-08-09,166.94,"36,400,000",0.69%
2024-08-12,166.8,"30,070,000",-0.08%
2024-08-13,170.23,"39,240,000",2.06%
2024-08-14,170.1,"28,840,000",-0.08%
2024-08-15,177.59,"51,700,000",4.40%
2024-08-16,177.06,"31,490,000",-0.30%
2024-08-19,178.22,"31,130,000",0.66%
2024-08-20,178.88,"26,260,000",0.37%
2024-08-21,180.11,"35,600,000",0.69%
2024-08-22,176.13,"32,050,000",-2.21%
2024-08-23,177.04,"29,150,000",0.52%
2024-08-26,175.5,"22,370,000",-0.87%
2024-08-27,173.12,"29,840,000",-1.36%
2024-08-28,170.8,"29,050,000",-1.34%
2024-08-29,172.12,"26,410,000",0.77%
2024-08-30,178.5,"43,430,000",3.71%
2024-09-03,176.25,"37,820,000",-1.26%
2024-09-04,173.33,"30,310,000",-1.66%
2024-09-05,177.89,"40,170,000",2.63%
2024-09-06,171.39,"41,470,000",-3.65%
2024-09-09,175.4,"29,040,000",2.34%
2024-09-10,179.55,"36,230,000",2.37%
2024-09-11,184.52,"42,560,000",2.77%
2024-09-12,187,"33,620,000",1.34%
2024-09-13,186.49,"26,500,000",-0.27%
2024-09-16,184.89,"26,070,000",-0.86%
2024-09-17,186.88,"26,090,000",1.08%
2024-09-18,186.43,"34,450,000",-0.24%
2024-09-19,189.87,"39,540,000",1.85%
2024-09-20,191.6,"100,380,000",0.91%
2024-09-23,193.88,"36,990,000",1.19%
2024-09-24,193.96,"43,480,000",0.04%
2024-09-25,192.53,"26,390,000",-0.74%
2024-09-26,191.16,"36,330,000",-0.71%
2024-09-27,187.97,"36,000,000",-1.67%
2024-09-30,186.33,"41,680,000",-0.87%
2024-10-01,185.13,"36,040,000",-0.64%
2024-10-02,184.76,"23,700,000",-0.20%
2024-10-03,181.96,"30,200,000",-1.52%
2024-10-04,186.51,"41,080,000",2.50%
2024-10-07,180.8,"42,360,000",-3.06%
2024-10-08,182.72,"26,370,000",1.06%
2024-10-09,185.17,"26,340,000",1.34%
2024-10-10,186.65,"27,790,000",0.80%
2024-10-11,188.82,"25,750,000",1.16%
2024-10-14,187.54,"22,610,000",-0.68%
2024-10-15,187.69,"32,180,000",0.08%
2024-10-16,186.89,"23,460,000",-0.43%
2024-10-17,187.53,"25,040,000",0.34%
2024-10-18,188.99,"37,420,000",0.78%
2024-10-21,189.07,"24,640,000",0.04%
2024-10-22,189.7,"29,650,000",0.33%
2024-10-23,184.71,"31,940,000",-2.63%
2024-10-24,186.38,"21,650,000",0.90%
2024-10-25,187.83,"29,360,000",0.78%
2024-10-28,188.39,"27,930,000",0.30%
2024-10-29,190.83,"35,690,000",1.30%
2024-10-30,192.73,"37,710,000",1.00%
2024-10-31,186.4,"75,150,000",-3.28%
2024-11-01,197.93,"99,690,000",6.19%
2024-11-04,195.78,"38,490,000",-1.09%
2024-11-05,199.5,"30,560,000",1.90%
2024-11-06,207.09,"72,290,000",3.80%
2024-11-07,210.05,"52,880,000",1.43%
2024-11-08,208.18,"36,080,000",-0.89%
2024-11-11,206.84,"35,460,000",-0.64%
2024-11-12,208.91,"38,940,000",1.00%
2024-11-13,214.1,"46,210,000",2.48%
2024-11-14,211.48,"42,620,000",-1.22%
2024-11-15,202.61,"86,590,000",-4.19%
2024-11-18,201.7,"36,510,000",-0.45%
2024-11-19,204.61,"31,200,000",1.44%
2024-11-20,202.88,"32,770,000",-0.85%
2024-11-21,198.38,"58,800,000",-2.22%
2024-11-22,197.12,"31,530,000",-0.64%
2024-11-25,201.45,"40,690,000",2.20%
2024-11-26,207.86,"41,670,000",3.18%
2024-11-27,205.74,"28,060,000",-1.02%
2024-11-29,207.89,"24,890,000",1.05%
2024-12-02,210.71,"39,520,000",1.36%
2024-12-03,213.44,"32,210,000",1.30%
2024-12-04,218.16,"48,750,000",2.21%
2024-12-05,220.55,"41,140,000",1.10%
2024-12-06,227.03,"44,180,000",2.94%
2024-12-09,226.09,"46,820,000",-0.41%
2024-12-10,225.04,"31,200,000",-0.46%
2024-12-11,230.26,"35,390,000",2.32%
2024-12-12,228.97,"28,200,000",-0.56%
2024-12-13,227.46,"28,770,000",-0.66%
2024-12-16,232.93,"37,550,000",2.40%
2024-12-17,231.15,"35,950,000",-0.76%
2024-12-18,220.52,"43,280,000",-4.60%
2024-12-19,223.29,"39,920,000",1.26%
2024-12-20,224.92,"88,280,000",0.73%
2024-12-23,225.06,"28,070,000",0.06%
2024-12-24,229.05,"15,010,000",1.77%
2024-12-26,227.05,"16,170,000",-0.87%
2024-12-27,223.75,"27,370,000",-1.45%
2024-12-30,221.3,"28,320,000",-1.09%
2024-12-31,219.39,"24,820,000",-0.86%
2025-01-02,220.22,"33,960,000",0.38%
2025-01-03,224.19,"27,520,000",1.80%
2025-01-06,227.61,"31,850,000",1.53%
2025-01-07,222.11,"28,080,000",-2.42%
2025-01-08,222.13,"25,030,000",0.01%
2025-01-10,218.94,"36,810,000",-1.44%
2025-01-13,218.46,"27,260,000",-0.22%
2025-01-14,217.76,"24,710,000",-0.32%
2025-01-15,223.35,"31,290,000",2.57%
2025-01-16,220.66,"24,760,000",-1.20%
2025-01-17,225.94,"42,370,000",2.39%
2025-01-21,230.71,"39,950,000",2.11%
2025-01-22,235.01,"41,450,000",1.86%
2025-01-23,235.42,"26,400,000",0.17%
2025-01-24,234.85,"25,890,000",-0.24%
2025-01-27,235.42,"49,430,000",0.24%
2025-01-28,238.15,"41,590,000",1.16%
2025-01-29,237.07,"26,090,000",-0.45%
2025-01-30,234.64,"32,020,000",-1.03%
2025-01-31,237.68,"36,160,000",1.30%
2025-02-03,237.42,"37,290,000",-0.11%
2025-02-04,242.06,"29,710,000",1.95%
2025-02-05,236.17,"38,830,000",-2.43%
2025-02-06,238.83,"60,900,000",1.13%
2025-02-07,229.15,"77,540,000",-4.05%
2025-02-10,233.14,"35,420,000",1.74%
2025-02-11,232.76,"23,710,000",-0.16%
2025-02-12,228.93,"32,290,000",-1.65%
2025-02-13,230.37,"31,350,000",0.63%
2025-02-14,228.68,"27,030,000",-0.73%
2025-02-18,226.65,"42,980,000",-0.89%
2025-02-19,226.63,"28,570,000",-0.01%
2025-02-20,222.88,"30,000,000",-1.65%
2025-02-21,216.58,"55,320,000",-2.83%
2025-02-24,212.71,"42,390,000",-1.79%
2025-02-25,212.8,"58,960,000",0.04%
2025-02-26,214.35,"39,120,000",0.73%
2025-02-27,208.74,"40,550,000",-2.62%
2025-02-28,212.28,"51,770,000",1.70%
2025-03-03,205.02,"42,950,000",-3.42%
2025-03-04,203.8,"60,850,000",-0.60%
2025-03-05,208.36,"38,610,000",2.24%
2025-03-06,200.7,"49,860,000",-3.68%
2025-03-07,199.25,"59,800,000",-0.72%
2025-03-10,194.54,"62,350,000",-2.36%
2025-03-11,196.59,"54,000,000",1.05%
2025-03-12,198.89,"43,680,000",1.17%
2025-03-13,193.89,"41,270,000",-2.51%
2025-03-14,197.95,"38,100,000",2.09%
2025-03-17,195.74,"47,340,000",-1.12%
2025-03-18,192.82,"40,410,000",-1.49%
2025-03-19,195.54,"39,440,000",1.41%
2025-03-20,194.95,"38,920,000",-0.30%
2025-03-21,196.21,"60,060,000",0.65%
2025-03-24,203.26,"41,630,000",3.59%
2025-03-25,205.71,"31,170,000",1.21%
2025-03-26,201.13,"32,990,000",-2.23%
2025-03-27,201.36,"27,320,000",0.11%
2025-03-28,192.72,"52,550,000",-4.29%
2025-03-31,190.26,"63,550,000",-1.28%
2025-04-01,192.17,"41,270,000",1.00%
2025-04-02,196.01,"53,680,000",2.00%
2025-04-03,178.41,"95,550,000",-8.98%
2025-04-04,171,"123,160,000",-4.15%
2025-04-07,175.26,"109,330,000",2.49%
2025-04-08,170.66,"87,710,000",-2.62%
2025-04-09,191.1,"116,800,000",11.98%
2025-04-10,181.22,"68,300,000",-5.17%
2025-04-11,184.87,"50,590,000",2.01%
2025-04-14,182.12,"48,000,000",-1.49%
2025-04-15,179.59,"43,640,000",-1.39%
2025-04-16,174.33,"51,880,000",-2.93%
2025-04-17,172.61,"44,730,000",-0.99%
2025-04-21,167.32,"48,130,000",-3.06%
2025-04-22,173.18,"56,610,000",3.50%
2025-04-23,180.6,"63,470,000",4.28%
2025-04-24,186.54,"43,760,000",3.29%
2025-04-25,188.99,"36,410,000",1.31%
2025-04-28,187.7,"33,220,000",-0.68%
2025-04-29,187.39,"41,670,000",-0.17%
2025-04-30,184.42,"55,180,000",-1.58%
2025-05-01,190.2,"74,270,000",3.13%
2025-05-02,189.98,"77,900,000",-0.12%
2025-05-05,186.35,"35,220,000",-1.91%
2025-05-06,185.01,"29,310,000",-0.72%
2025-05-07,188.71,"44,000,000",2.00%
2025-05-08,192.08,"41,040,000",1.79%
2025-05-09,193.06,"29,660,000",0.51%
2025-05-12,208.64,"75,210,000",8.07%
2025-05-13,211.37,"56,190,000",1.31%
2025-05-14,210.25,"38,490,000",-0.53%
2025-05-15,205.17,"64,350,000",-2.42%
2025-05-16,205.59,"43,320,000",0.20%
2025-05-19,206.16,"34,310,000",0.28%
2025-05-20,204.07,"29,470,000",-1.01%
2025-05-21,201.12,"42,460,000",-1.45%
2025-05-22,203.1,"38,940,000",0.98%
2025-05-23,200.99,"33,390,000",-1.04%
2025-05-27,206.02,"34,890,000",2.50%
2025-05-28,204.72,"28,550,000",-0.63%
