date,spx,spx_change_pct
2011-01-07,"1,271.50",-0.18%
2011-01-10,"1,269.80",-0.13%
2011-01-11,"1,274.50",0.37%
2011-01-12,"1,286.00",0.90%
2011-01-13,"1,283.80",-0.17%
2011-01-14,"1,293.20",0.73%
2011-01-18,"1,295.00",0.14%
2011-01-19,"1,281.90",-1.01%
2011-01-20,"1,280.30",-0.12%
2011-01-21,"1,283.30",0.23%
2011-01-24,"1,290.80",0.58%
2011-01-25,"1,291.20",0.03%
2011-01-26,"1,296.60",0.42%
2011-01-27,"1,299.50",0.22%
2011-01-28,"1,276.30",-1.79%
2011-01-31,"1,286.10",0.77%
2011-02-01,"1,307.60",1.67%
2011-02-02,"1,304.00",-0.28%
2011-02-03,"1,307.10",0.24%
2011-02-04,"1,310.90",0.29%
2011-02-07,"1,319.00",0.62%
2011-02-08,"1,324.60",0.42%
2011-02-09,"1,320.90",-0.28%
2011-02-10,"1,321.90",0.08%
2011-02-11,"1,329.20",0.55%
2011-02-14,"1,332.30",0.23%
2011-02-15,"1,328.00",-0.32%
2011-02-16,"1,336.30",0.63%
2011-02-17,"1,340.40",0.31%
2011-02-18,"1,343.00",0.19%
2011-02-22,"1,315.40",-2.06%
2011-02-23,"1,307.40",-0.61%
2011-02-24,"1,306.10",-0.10%
2011-02-25,"1,319.90",1.06%
2011-02-28,"1,327.20",0.55%
2011-03-01,"1,306.30",-1.57%
2011-03-02,"1,308.40",0.16%
2011-03-03,"1,331.00",1.73%
2011-03-04,"1,321.20",-0.74%
2011-03-07,"1,310.10",-0.84%
2011-03-08,"1,321.80",0.89%
2011-03-09,"1,320.00",-0.14%
2011-03-10,"1,295.10",-1.89%
2011-03-11,"1,304.30",0.71%
2011-03-14,"1,296.40",-0.61%
2011-03-15,"1,281.90",-1.12%
2011-03-16,"1,256.90",-1.95%
2011-03-17,"1,273.70",1.34%
2011-03-18,"1,279.20",0.43%
2011-03-21,"1,298.40",1.50%
2011-03-22,"1,293.80",-0.35%
2011-03-23,"1,297.50",0.29%
2011-03-24,"1,309.70",0.94%
2011-03-25,"1,313.80",0.31%
2011-03-28,"1,310.20",-0.27%
2011-03-29,"1,319.40",0.70%
2011-03-30,"1,328.30",0.67%
2011-03-31,"1,325.80",-0.19%
2011-04-01,"1,332.40",0.50%
2011-04-04,"1,332.90",0.04%
2011-04-05,"1,332.60",-0.02%
2011-04-06,"1,335.50",0.22%
2011-04-07,"1,333.50",-0.15%
2011-04-08,"1,328.20",-0.40%
2011-04-11,"1,324.50",-0.28%
2011-04-12,"1,314.20",-0.78%
2011-04-13,"1,314.40",0.02%
2011-04-14,"1,314.50",0.01%
2011-04-15,"1,319.70",0.40%
2011-04-18,"1,305.10",-1.11%
2011-04-19,"1,312.60",0.57%
2011-04-20,"1,330.40",1.36%
2011-04-21,"1,337.40",0.53%
2011-04-25,"1,335.20",-0.16%
2011-04-26,"1,347.20",0.90%
2011-04-27,"1,355.70",0.63%
2011-04-28,"1,360.50",0.35%
2011-04-29,"1,363.60",0.23%
2011-05-02,"1,361.20",-0.18%
2011-05-03,"1,356.60",-0.34%
2011-05-04,"1,347.30",-0.69%
2011-05-05,"1,335.10",-0.91%
2011-05-06,"1,340.20",0.38%
2011-05-09,"1,346.30",0.46%
2011-05-10,"1,357.20",0.81%
2011-05-11,"1,342.10",-1.11%
2011-05-12,"1,348.70",0.49%
2011-05-13,"1,337.80",-0.81%
2011-05-16,"1,329.50",-0.62%
2011-05-17,"1,329.00",-0.04%
2011-05-18,"1,340.70",0.88%
2011-05-19,"1,343.60",0.22%
2011-05-20,"1,333.30",-0.77%
2011-05-23,"1,317.40",-1.19%
2011-05-24,"1,316.30",-0.08%
2011-05-25,"1,320.50",0.32%
2011-05-26,"1,325.70",0.39%
2011-05-27,"1,331.10",0.41%
2011-05-31,"1,345.20",1.06%
2011-06-01,"1,314.50",-2.28%
2011-06-02,"1,312.90",-0.12%
2011-06-03,"1,300.20",-0.97%
2011-06-06,"1,286.20",-1.08%
2011-06-07,"1,284.90",-0.10%
2011-06-08,"1,279.60",-0.41%
2011-06-09,"1,289.00",0.73%
2011-06-10,"1,271.00",-1.40%
2011-06-13,"1,271.80",0.06%
2011-06-14,"1,287.90",1.27%
2011-06-15,"1,265.40",-1.75%
2011-06-16,"1,267.60",0.17%
2011-06-17,"1,271.50",0.31%
2011-06-20,"1,278.40",0.54%
2011-06-21,"1,295.50",1.34%
2011-06-22,"1,287.10",-0.65%
2011-06-23,"1,283.50",-0.28%
2011-06-24,"1,268.50",-1.17%
2011-06-27,"1,280.10",0.91%
2011-06-28,"1,296.70",1.30%
2011-06-29,"1,307.40",0.83%
2011-06-30,"1,320.60",1.01%
2011-07-01,"1,339.70",1.45%
2011-07-05,"1,337.90",-0.13%
2011-07-06,"1,339.20",0.10%
2011-07-07,"1,353.20",1.05%
2011-07-08,"1,343.80",-0.69%
2011-07-11,"1,319.50",-1.81%
2011-07-12,"1,313.60",-0.45%
2011-07-13,"1,317.70",0.31%
2011-07-14,"1,308.90",-0.67%
2011-07-15,"1,316.10",0.55%
2011-07-18,"1,305.40",-0.81%
2011-07-19,"1,326.70",1.63%
2011-07-20,"1,325.80",-0.07%
2011-07-21,"1,343.80",1.36%
2011-07-22,"1,345.00",0.09%
2011-07-25,"1,337.40",-0.57%
2011-07-26,"1,331.90",-0.41%
2011-07-27,"1,304.90",-2.03%
2011-07-28,"1,300.70",-0.32%
2011-07-29,"1,292.30",-0.65%
2011-08-01,"1,286.90",-0.42%
2011-08-02,"1,254.00",-2.56%
2011-08-03,"1,260.30",0.50%
2011-08-04,"1,200.10",-4.78%
2011-08-05,"1,199.40",-0.06%
2011-08-08,"1,119.50",-6.66%
2011-08-09,"1,172.50",4.73%
2011-08-10,"1,120.80",-4.41%
2011-08-11,"1,172.60",4.62%
2011-08-12,"1,178.80",0.53%
2011-08-15,"1,204.50",2.18%
2011-08-16,"1,192.80",-0.97%
2011-08-17,"1,193.90",0.09%
2011-08-18,"1,140.70",-4.46%
2011-08-19,"1,123.50",-1.51%
2011-08-22,"1,123.80",0.03%
2011-08-23,"1,162.30",3.43%
2011-08-24,"1,177.60",1.32%
2011-08-25,"1,159.30",-1.55%
2011-08-26,"1,176.80",1.51%
2011-08-29,"1,210.10",2.83%
2011-08-30,"1,212.90",0.23%
2011-08-31,"1,218.90",0.49%
2011-09-01,"1,204.40",-1.19%
2011-09-02,"1,174.00",-2.52%
2011-09-06,"1,165.20",-0.75%
2011-09-07,"1,198.60",2.87%
2011-09-08,"1,185.90",-1.06%
2011-09-09,"1,154.20",-2.67%
2011-09-12,"1,162.30",0.70%
2011-09-13,"1,172.90",0.91%
2011-09-14,"1,188.70",1.35%
2011-09-15,"1,209.10",1.72%
2011-09-16,"1,216.00",0.57%
2011-09-19,"1,204.10",-0.98%
2011-09-20,"1,202.10",-0.17%
2011-09-21,"1,166.80",-2.94%
2011-09-22,"1,129.60",-3.19%
2011-09-23,"1,136.40",0.60%
2011-09-26,"1,163.00",2.34%
2011-09-27,"1,175.40",1.07%
2011-09-28,"1,151.10",-2.07%
2011-09-29,"1,160.40",0.81%
2011-09-30,"1,131.40",-2.50%
2011-10-03,"1,099.20",-2.85%
2011-10-04,"1,124.00",2.26%
2011-10-05,"1,144.00",1.78%
2011-10-06,"1,165.00",1.84%
2011-10-07,"1,155.50",-0.82%
2011-10-10,"1,194.90",3.41%
2011-10-11,"1,195.50",0.05%
2011-10-12,"1,207.20",0.98%
2011-10-13,"1,203.70",-0.29%
2011-10-14,"1,224.60",1.74%
2011-10-17,"1,200.90",-1.94%
2011-10-18,"1,225.40",2.04%
2011-10-19,"1,209.90",-1.26%
2011-10-20,"1,215.40",0.45%
2011-10-21,"1,238.20",1.88%
2011-10-24,"1,254.20",1.29%
2011-10-25,"1,229.00",-2.01%
2011-10-26,"1,242.00",1.06%
2011-10-27,"1,284.60",3.43%
2011-10-28,"1,285.10",0.04%
2011-10-31,"1,253.30",-2.47%
2011-11-01,"1,218.30",-2.79%
2011-11-02,"1,237.90",1.61%
2011-11-03,"1,261.20",1.88%
2011-11-04,"1,253.20",-0.63%
2011-11-07,"1,261.10",0.63%
2011-11-08,"1,275.90",1.17%
2011-11-09,"1,229.10",-3.67%
2011-11-10,"1,239.70",0.86%
2011-11-11,"1,263.80",1.94%
2011-11-14,"1,251.80",-0.95%
2011-11-15,"1,257.80",0.48%
2011-11-16,"1,236.90",-1.66%
2011-11-17,"1,216.10",-1.68%
2011-11-18,"1,215.70",-0.03%
2011-11-21,"1,193.00",-1.87%
2011-11-22,"1,188.00",-0.42%
2011-11-23,"1,161.80",-2.21%
2011-11-25,"1,158.70",-0.27%
2011-11-28,"1,192.50",2.92%
2011-11-29,"1,195.20",0.23%
2011-11-30,"1,247.00",4.33%
2011-12-01,"1,244.60",-0.19%
2011-12-02,"1,244.30",-0.02%
2011-12-05,"1,257.10",1.03%
2011-12-06,"1,258.50",0.11%
2011-12-07,"1,261.00",0.20%
2011-12-08,"1,234.30",-2.12%
2011-12-09,"1,255.20",1.69%
2011-12-12,"1,236.50",-1.49%
2011-12-13,"1,225.70",-0.87%
2011-12-14,"1,211.80",-1.13%
2011-12-15,"1,215.80",0.33%
2011-12-16,"1,219.70",0.32%
2011-12-19,"1,205.30",-1.18%
2011-12-20,"1,241.30",2.99%
2011-12-21,"1,243.70",0.19%
2011-12-22,"1,254.00",0.83%
2011-12-23,"1,265.30",0.90%
2011-12-27,"1,265.40",0.01%
2011-12-28,"1,249.60",-1.25%
2011-12-29,"1,263.00",1.07%
2011-12-30,"1,257.60",-0.43%
2012-01-03,"1,277.10",1.55%
2012-01-04,"1,277.30",0.02%
2012-01-05,"1,281.10",0.30%
2012-01-06,"1,277.80",-0.26%
2012-01-09,"1,280.70",0.23%
2012-01-10,"1,292.10",0.89%
2012-01-11,"1,292.50",0.03%
2012-01-12,"1,295.50",0.23%
2012-01-13,"1,289.10",-0.49%
2012-01-17,"1,293.70",0.36%
2012-01-18,"1,308.00",1.11%
2012-01-19,"1,314.50",0.50%
2012-01-20,"1,315.40",0.07%
2012-01-23,"1,316.00",0.05%
2012-01-24,"1,314.70",-0.10%
2012-01-25,"1,326.00",0.86%
2012-01-26,"1,318.40",-0.57%
2012-01-27,"1,316.30",-0.16%
2012-01-30,"1,313.00",-0.25%
2012-01-31,"1,312.40",-0.05%
2012-02-01,"1,324.10",0.89%
2012-02-02,"1,325.50",0.11%
2012-02-03,"1,344.90",1.46%
2012-02-06,"1,344.30",-0.04%
2012-02-07,"1,347.00",0.20%
2012-02-08,"1,350.00",0.22%
2012-02-09,"1,352.00",0.15%
2012-02-10,"1,342.60",-0.70%
2012-02-13,"1,351.80",0.69%
2012-02-14,"1,350.50",-0.10%
2012-02-15,"1,343.20",-0.54%
2012-02-16,"1,358.00",1.10%
2012-02-17,"1,361.20",0.24%
2012-02-21,"1,362.20",0.07%
2012-02-22,"1,357.70",-0.33%
2012-02-23,"1,363.50",0.43%
2012-02-24,"1,365.70",0.16%
2012-02-27,"1,367.60",0.14%
2012-02-28,"1,372.20",0.34%
2012-02-29,"1,365.70",-0.47%
2012-03-01,"1,374.10",0.62%
2012-03-02,"1,369.60",-0.33%
2012-03-05,"1,364.30",-0.39%
2012-03-06,"1,343.40",-1.53%
2012-03-07,"1,352.60",0.68%
2012-03-08,"1,365.90",0.98%
2012-03-09,"1,370.90",0.37%
2012-03-12,"1,371.10",0.01%
2012-03-13,"1,396.00",1.82%
2012-03-14,"1,394.30",-0.12%
2012-03-15,"1,402.60",0.60%
2012-03-16,"1,404.20",0.11%
2012-03-19,"1,409.80",0.40%
2012-03-20,"1,405.50",-0.31%
2012-03-21,"1,402.90",-0.18%
2012-03-22,"1,392.80",-0.72%
2012-03-23,"1,397.10",0.31%
2012-03-26,"1,416.50",1.39%
2012-03-27,"1,412.50",-0.28%
2012-03-28,"1,405.50",-0.50%
2012-03-29,"1,403.30",-0.16%
2012-03-30,"1,408.50",0.37%
2012-04-02,"1,419.00",0.75%
2012-04-03,"1,413.40",-0.39%
2012-04-04,"1,399.00",-1.02%
2012-04-05,"1,398.10",-0.06%
2012-04-09,"1,382.20",-1.14%
2012-04-10,"1,358.60",-1.71%
2012-04-11,"1,368.70",0.74%
2012-04-12,"1,387.60",1.38%
2012-04-13,"1,370.30",-1.25%
2012-04-16,"1,369.60",-0.05%
2012-04-17,"1,390.80",1.55%
2012-04-18,"1,385.10",-0.41%
2012-04-19,"1,376.90",-0.59%
2012-04-20,"1,378.50",0.12%
2012-04-23,"1,366.90",-0.84%
2012-04-24,"1,372.00",0.37%
2012-04-25,"1,390.70",1.36%
2012-04-26,"1,400.00",0.67%
2012-04-27,"1,403.40",0.24%
2012-04-30,"1,397.90",-0.39%
2012-05-01,"1,405.80",0.57%
2012-05-02,"1,402.30",-0.25%
2012-05-03,"1,391.60",-0.76%
2012-05-04,"1,369.10",-1.62%
2012-05-07,"1,369.60",0.04%
2012-05-08,"1,363.70",-0.43%
2012-05-09,"1,354.60",-0.67%
2012-05-10,"1,358.00",0.25%
2012-05-11,"1,353.40",-0.34%
2012-05-14,"1,338.30",-1.12%
2012-05-15,"1,330.70",-0.57%
2012-05-16,"1,324.80",-0.44%
2012-05-17,"1,304.90",-1.50%
2012-05-18,"1,295.20",-0.74%
2012-05-21,"1,316.00",1.61%
2012-05-22,"1,316.60",0.05%
2012-05-23,"1,318.90",0.17%
2012-05-24,"1,320.70",0.14%
2012-05-25,"1,317.80",-0.22%
2012-05-29,"1,332.40",1.11%
2012-05-30,"1,313.30",-1.43%
2012-05-31,"1,310.30",-0.23%
2012-06-01,"1,278.00",-2.47%
2012-06-04,"1,278.20",0.02%
2012-06-05,"1,285.50",0.57%
2012-06-06,"1,315.10",2.30%
2012-06-07,"1,315.00",-0.01%
2012-06-08,"1,325.70",0.81%
2012-06-11,"1,308.90",-1.27%
2012-06-12,"1,324.20",1.17%
2012-06-13,"1,314.90",-0.70%
2012-06-14,"1,329.10",1.08%
2012-06-15,"1,342.80",1.03%
2012-06-18,"1,344.80",0.15%
2012-06-19,"1,358.00",0.98%
2012-06-20,"1,355.70",-0.17%
2012-06-21,"1,325.50",-2.23%
2012-06-22,"1,335.00",0.72%
2012-06-25,"1,313.70",-1.60%
2012-06-26,"1,320.00",0.48%
2012-06-27,"1,331.80",0.89%
2012-06-28,"1,329.00",-0.21%
2012-06-29,"1,362.20",2.50%
2012-07-02,"1,365.50",0.24%
2012-07-03,"1,374.00",0.62%
2012-07-05,"1,367.60",-0.47%
2012-07-06,"1,354.70",-0.94%
2012-07-09,"1,352.50",-0.16%
2012-07-10,"1,341.50",-0.81%
2012-07-11,"1,341.50",0.00%
2012-07-12,"1,334.80",-0.50%
2012-07-13,"1,356.80",1.65%
2012-07-16,"1,353.60",-0.24%
2012-07-17,"1,363.70",0.75%
2012-07-18,"1,372.80",0.67%
2012-07-19,"1,376.50",0.27%
2012-07-20,"1,362.70",-1.00%
2012-07-23,"1,350.50",-0.90%
2012-07-24,"1,338.30",-0.90%
2012-07-25,"1,337.90",-0.03%
2012-07-26,"1,360.00",1.65%
2012-07-27,"1,386.00",1.91%
2012-07-30,"1,385.30",-0.05%
2012-07-31,"1,379.30",-0.43%
2012-08-01,"1,375.10",-0.30%
2012-08-02,"1,365.00",-0.73%
2012-08-03,"1,391.00",1.90%
2012-08-06,"1,394.20",0.23%
2012-08-07,"1,401.30",0.51%
2012-08-08,"1,402.20",0.06%
2012-08-09,"1,402.80",0.04%
2012-08-10,"1,405.90",0.22%
2012-08-13,"1,404.10",-0.13%
2012-08-14,"1,403.90",-0.01%
2012-08-15,"1,405.50",0.11%
2012-08-16,"1,415.50",0.71%
2012-08-17,"1,418.20",0.19%
2012-08-20,"1,418.10",-0.01%
2012-08-21,"1,413.20",-0.35%
2012-08-22,"1,413.50",0.02%
2012-08-23,"1,402.10",-0.81%
2012-08-24,"1,411.10",0.64%
2012-08-27,"1,410.40",-0.05%
2012-08-28,"1,409.30",-0.08%
2012-08-29,"1,410.50",0.09%
2012-08-30,"1,399.50",-0.78%
2012-08-31,"1,406.60",0.51%
2012-09-04,"1,404.90",-0.12%
2012-09-05,"1,403.40",-0.11%
2012-09-06,"1,432.10",2.05%
2012-09-07,"1,437.90",0.41%
2012-09-10,"1,429.10",-0.61%
2012-09-11,"1,433.60",0.31%
2012-09-12,"1,436.60",0.21%
2012-09-13,"1,460.00",1.63%
2012-09-14,"1,465.80",0.40%
2012-09-17,"1,461.20",-0.31%
2012-09-18,"1,459.30",-0.13%
2012-09-19,"1,461.00",0.12%
2012-09-20,"1,460.30",-0.05%
2012-09-21,"1,460.20",-0.01%
2012-09-24,"1,456.90",-0.23%
2012-09-25,"1,441.60",-1.05%
2012-09-26,"1,433.30",-0.58%
2012-09-27,"1,447.20",0.97%
2012-09-28,"1,440.70",-0.45%
2012-10-01,"1,444.50",0.26%
2012-10-02,"1,445.80",0.09%
2012-10-03,"1,451.00",0.36%
2012-10-04,"1,461.40",0.72%
2012-10-05,"1,460.90",-0.03%
2012-10-08,"1,455.90",-0.34%
2012-10-09,"1,441.50",-0.99%
2012-10-10,"1,432.60",-0.62%
2012-10-11,"1,432.80",0.01%
2012-10-12,"1,428.60",-0.29%
2012-10-15,"1,440.10",0.80%
2012-10-16,"1,454.90",1.03%
2012-10-17,"1,460.90",0.41%
2012-10-18,"1,457.30",-0.25%
2012-10-19,"1,433.20",-1.65%
2012-10-22,"1,433.80",0.04%
2012-10-23,"1,413.10",-1.44%
2012-10-24,"1,408.80",-0.30%
2012-10-25,"1,413.00",0.30%
2012-10-26,"1,411.90",-0.08%
2012-10-31,"1,412.20",0.02%
2012-11-01,"1,427.60",1.09%
2012-11-02,"1,414.20",-0.94%
2012-11-05,"1,417.30",0.22%
2012-11-06,"1,428.40",0.78%
2012-11-07,"1,394.50",-2.37%
2012-11-08,"1,377.50",-1.22%
2012-11-09,"1,379.80",0.17%
2012-11-12,"1,380.00",0.01%
2012-11-13,"1,374.50",-0.40%
2012-11-14,"1,355.50",-1.38%
2012-11-15,"1,353.30",-0.16%
2012-11-16,"1,359.90",0.49%
2012-11-19,"1,386.90",1.99%
2012-11-20,"1,387.80",0.06%
2012-11-21,"1,391.00",0.23%
2012-11-23,"1,409.20",1.31%
2012-11-26,"1,406.30",-0.21%
2012-11-27,"1,398.90",-0.53%
2012-11-28,"1,409.90",0.79%
2012-11-29,"1,416.00",0.43%
2012-11-30,"1,416.20",0.01%
2012-12-03,"1,409.50",-0.47%
2012-12-04,"1,407.00",-0.18%
2012-12-05,"1,409.30",0.16%
2012-12-06,"1,413.90",0.33%
2012-12-07,"1,418.10",0.30%
2012-12-10,"1,418.50",0.03%
2012-12-11,"1,427.80",0.66%
2012-12-12,"1,428.50",0.05%
2012-12-13,"1,419.50",-0.63%
2012-12-14,"1,413.60",-0.42%
2012-12-17,"1,430.40",1.19%
2012-12-18,"1,446.80",1.15%
2012-12-19,"1,435.80",-0.76%
2012-12-20,"1,443.70",0.55%
2012-12-21,"1,430.20",-0.94%
2012-12-24,"1,426.70",-0.24%
2012-12-26,"1,419.80",-0.48%
2012-12-27,"1,418.10",-0.12%
2012-12-28,"1,402.40",-1.11%
2012-12-31,"1,426.20",1.70%
2013-01-02,"1,462.40",2.54%
2013-01-03,"1,459.40",-0.21%
2013-01-04,"1,466.50",0.49%
2013-01-07,"1,461.90",-0.31%
2013-01-08,"1,457.20",-0.32%
2013-01-09,"1,461.00",0.26%
2013-01-10,"1,472.10",0.76%
2013-01-11,"1,472.00",-0.01%
2013-01-14,"1,470.70",-0.09%
2013-01-15,"1,472.30",0.11%
2013-01-16,"1,472.60",0.02%
2013-01-17,"1,480.90",0.56%
2013-01-18,"1,486.00",0.34%
2013-01-22,"1,492.60",0.44%
2013-01-23,"1,494.80",0.15%
2013-01-24,"1,494.80",0.00%
2013-01-25,"1,503.00",0.55%
2013-01-28,"1,500.20",-0.19%
2013-01-29,"1,507.80",0.51%
2013-01-30,"1,502.00",-0.38%
2013-01-31,"1,498.10",-0.26%
2013-02-01,"1,513.20",1.01%
2013-02-04,"1,495.70",-1.16%
2013-02-05,"1,511.30",1.04%
2013-02-06,"1,512.10",0.05%
2013-02-07,"1,509.40",-0.18%
2013-02-08,"1,517.90",0.56%
2013-02-11,"1,517.00",-0.06%
2013-02-12,"1,519.40",0.16%
2013-02-13,"1,520.30",0.06%
2013-02-14,"1,521.40",0.07%
2013-02-15,"1,519.80",-0.11%
2013-02-19,"1,530.90",0.73%
2013-02-20,"1,512.00",-1.23%
2013-02-21,"1,502.40",-0.63%
2013-02-22,"1,515.60",0.88%
2013-02-25,"1,487.80",-1.83%
2013-02-26,"1,496.90",0.61%
2013-02-27,"1,516.00",1.28%
2013-02-28,"1,514.70",-0.09%
2013-03-01,"1,518.20",0.23%
2013-03-04,"1,525.20",0.46%
2013-03-05,"1,539.80",0.96%
2013-03-06,"1,541.50",0.11%
2013-03-07,"1,544.30",0.18%
2013-03-08,"1,551.20",0.45%
2013-03-11,"1,556.20",0.32%
2013-03-12,"1,552.50",-0.24%
2013-03-13,"1,554.50",0.13%
2013-03-14,"1,563.20",0.56%
2013-03-15,"1,560.70",-0.16%
2013-03-18,"1,552.10",-0.55%
2013-03-19,"1,548.30",-0.24%
2013-03-20,"1,558.70",0.67%
2013-03-21,"1,545.80",-0.83%
2013-03-22,"1,556.90",0.72%
2013-03-25,"1,551.70",-0.33%
2013-03-26,"1,563.80",0.78%
2013-03-27,"1,562.80",-0.06%
2013-03-28,"1,569.20",0.41%
2013-04-01,"1,562.20",-0.45%
2013-04-02,"1,570.20",0.51%
2013-04-03,"1,553.70",-1.05%
2013-04-04,"1,560.00",0.41%
2013-04-05,"1,553.30",-0.43%
2013-04-08,"1,563.10",0.63%
2013-04-09,"1,568.60",0.35%
2013-04-10,"1,587.70",1.22%
2013-04-11,"1,593.40",0.36%
2013-04-12,"1,588.80",-0.29%
2013-04-15,"1,552.40",-2.29%
2013-04-16,"1,574.60",1.43%
2013-04-17,"1,552.00",-1.44%
2013-04-18,"1,541.60",-0.67%
2013-04-19,"1,555.20",0.88%
2013-04-22,"1,562.50",0.47%
2013-04-23,"1,578.80",1.04%
2013-04-24,"1,578.80",0.00%
2013-04-25,"1,585.20",0.41%
2013-04-26,"1,582.20",-0.19%
2013-04-29,"1,593.60",0.72%
2013-04-30,"1,597.60",0.25%
2013-05-01,"1,582.70",-0.93%
2013-05-02,"1,597.60",0.94%
2013-05-03,"1,614.40",1.05%
2013-05-06,"1,617.50",0.19%
2013-05-07,"1,626.00",0.53%
2013-05-08,"1,632.70",0.41%
2013-05-09,"1,626.70",-0.37%
2013-05-10,"1,633.70",0.43%
2013-05-13,"1,633.80",0.01%
2013-05-14,"1,650.30",1.01%
2013-05-15,"1,658.80",0.52%
2013-05-16,"1,650.50",-0.50%
2013-05-17,"1,667.50",1.03%
2013-05-20,"1,666.30",-0.07%
2013-05-21,"1,669.20",0.17%
2013-05-22,"1,655.30",-0.83%
2013-05-23,"1,650.50",-0.29%
2013-05-24,"1,649.60",-0.05%
2013-05-28,"1,660.10",0.64%
2013-05-29,"1,648.40",-0.70%
2013-05-30,"1,654.40",0.36%
2013-05-31,"1,630.70",-1.43%
2013-06-03,"1,640.40",0.59%
2013-06-04,"1,631.40",-0.55%
2013-06-05,"1,608.90",-1.38%
2013-06-06,"1,622.60",0.85%
2013-06-07,"1,643.40",1.28%
2013-06-10,"1,642.80",-0.04%
2013-06-11,"1,626.10",-1.02%
2013-06-12,"1,612.50",-0.84%
2013-06-13,"1,636.40",1.48%
2013-06-14,"1,626.70",-0.59%
2013-06-17,"1,639.00",0.76%
2013-06-18,"1,651.80",0.78%
2013-06-19,"1,628.90",-1.39%
2013-06-20,"1,588.20",-2.50%
2013-06-21,"1,592.40",0.26%
2013-06-24,"1,573.10",-1.21%
2013-06-25,"1,588.00",0.95%
2013-06-26,"1,603.30",0.96%
2013-06-27,"1,613.20",0.62%
2013-06-28,"1,606.30",-0.43%
2013-07-01,"1,615.00",0.54%
2013-07-02,"1,614.10",-0.06%
2013-07-03,"1,615.40",0.08%
2013-07-05,"1,631.90",1.02%
2013-07-08,"1,640.50",0.53%
2013-07-09,"1,652.30",0.72%
2013-07-10,"1,652.60",0.02%
2013-07-11,"1,675.00",1.36%
2013-07-12,"1,680.20",0.31%
2013-07-15,"1,682.50",0.14%
2013-07-16,"1,676.30",-0.37%
2013-07-17,"1,680.90",0.27%
2013-07-18,"1,689.40",0.51%
2013-07-19,"1,692.10",0.16%
2013-07-22,"1,695.50",0.20%
2013-07-23,"1,692.40",-0.18%
2013-07-24,"1,685.90",-0.38%
2013-07-25,"1,690.20",0.26%
2013-07-26,"1,691.70",0.09%
2013-07-29,"1,685.30",-0.38%
2013-07-30,"1,686.00",0.04%
2013-07-31,"1,685.70",-0.02%
2013-08-01,"1,706.90",1.26%
2013-08-02,"1,709.70",0.16%
2013-08-05,"1,707.10",-0.15%
2013-08-06,"1,697.40",-0.57%
2013-08-07,"1,690.90",-0.38%
2013-08-08,"1,697.50",0.39%
2013-08-09,"1,691.40",-0.36%
2013-08-12,"1,689.50",-0.11%
2013-08-13,"1,694.20",0.28%
2013-08-14,"1,685.40",-0.52%
2013-08-15,"1,661.30",-1.43%
2013-08-16,"1,655.80",-0.33%
2013-08-19,"1,646.10",-0.59%
2013-08-20,"1,652.30",0.38%
2013-08-21,"1,642.80",-0.57%
2013-08-22,"1,657.00",0.86%
2013-08-23,"1,663.50",0.39%
2013-08-26,"1,656.80",-0.40%
2013-08-27,"1,630.50",-1.59%
2013-08-28,"1,635.00",0.28%
2013-08-29,"1,638.20",0.20%
2013-08-30,"1,633.00",-0.32%
2013-09-03,"1,639.80",0.42%
2013-09-04,"1,653.10",0.81%
2013-09-05,"1,655.10",0.12%
2013-09-06,"1,655.20",0.01%
2013-09-09,"1,671.70",1.00%
2013-09-10,"1,684.00",0.74%
2013-09-11,"1,689.10",0.30%
2013-09-12,"1,683.40",-0.34%
2013-09-13,"1,688.00",0.27%
2013-09-16,"1,697.60",0.57%
2013-09-17,"1,704.80",0.42%
2013-09-18,"1,725.50",1.21%
2013-09-19,"1,722.30",-0.19%
2013-09-20,"1,709.90",-0.72%
2013-09-23,"1,701.80",-0.47%
2013-09-24,"1,697.40",-0.26%
2013-09-25,"1,692.80",-0.27%
2013-09-26,"1,698.70",0.35%
2013-09-27,"1,691.80",-0.41%
2013-09-30,"1,681.50",-0.61%
2013-10-01,"1,695.00",0.80%
2013-10-02,"1,693.90",-0.06%
2013-10-03,"1,678.70",-0.90%
2013-10-04,"1,690.50",0.70%
2013-10-07,"1,676.10",-0.85%
2013-10-08,"1,655.50",-1.23%
2013-10-09,"1,656.40",0.05%
2013-10-10,"1,692.60",2.19%
2013-10-11,"1,703.20",0.63%
2013-10-14,"1,710.10",0.41%
2013-10-15,"1,698.10",-0.70%
2013-10-16,"1,721.50",1.38%
2013-10-17,"1,733.20",0.68%
2013-10-18,"1,744.50",0.65%
2013-10-21,"1,744.70",0.01%
2013-10-22,"1,754.70",0.57%
2013-10-23,"1,746.40",-0.47%
2013-10-24,"1,752.10",0.33%
2013-10-25,"1,759.80",0.44%
2013-10-28,"1,762.10",0.13%
2013-10-29,"1,772.00",0.56%
2013-10-30,"1,763.30",-0.49%
2013-10-31,"1,756.50",-0.39%
2013-11-01,"1,761.60",0.29%
2013-11-04,"1,767.90",0.36%
2013-11-05,"1,763.00",-0.28%
2013-11-06,"1,770.50",0.43%
2013-11-07,"1,747.20",-1.32%
2013-11-08,"1,770.60",1.34%
2013-11-11,"1,771.90",0.07%
2013-11-12,"1,767.70",-0.24%
2013-11-13,"1,782.00",0.81%
2013-11-14,"1,790.60",0.48%
